한글종목명,해당일종가,현재가,전일대비구분,전일대비,전일대비율,종가 전일대비구분,종가 전일대비,종가 전일대비율,연속일,거래강도,누적거래량,업종구분,매도총호가수량,매도총호가수량,매도1호가,매도1호가,매도 1호가 수량,매도1호가 수량,날짜
흥구석유                                ,5530,5570,2,30,0.54,1,1270,29.81,1,82.47,234989,1,28754,25194,5580,5570,2047,1096,20190424
국일제지                                ,1330,5390,5,380,-6.59,1,305,29.76,1,34.94,25027394,1,213547,529517,5400,5390,7901,79907,20190425
동일철강                                ,6110,3970,2,10,0.25,1,1410,30,1,77.51,6399,1,3680,2101,3970,3965,63,5,20190427
지니틱스                                ,3250,3115,2,90,2.98,1,750,30,1,72.97,6285854,1,59075,60451,3120,3115,6977,12372,20190427
동일철강                                ,6110,3970,2,10,0.25,1,1410,30,1,77.51,6399,1,3680,2101,3970,3965,63,5,20190428
지니틱스                                ,3250,3115,2,90,2.98,1,750,30,1,72.97,6285854,1,59075,60451,3120,3115,6977,12372,20190428
동일철강                                ,6110,3970,2,10,0.25,1,1410,30,1,77.51,6399,1,3680,2101,3970,3965,63,5,20190429
지니틱스                                ,3250,3115,2,90,2.98,1,750,30,1,72.97,6285854,1,59075,60451,3120,3115,6977,12372,20190429
현대바이오                              ,16600,14550,2,400,2.83,1,3800,29.69,1,389.44,8198168,1,132753,179304,14600,14550,17138,18505,20190431
국일제지                                ,2220,5390,5,380,-6.59,1,510,29.82,1,34.94,25027394,1,213547,529517,5400,5390,7901,79907,20190431
현대바이오                              ,16600,14550,2,400,2.83,1,3800,29.69,1,389.44,8198168,1,132753,179304,14600,14550,17138,18505,20190501
국일제지                                ,2220,5390,5,380,-6.59,1,510,29.82,1,34.94,25027394,1,213547,529517,5400,5390,7901,79907,20190501
현대바이오                              ,16600,14550,2,400,2.83,1,3800,29.69,1,389.44,8198168,1,132753,179304,14600,14550,17138,18505,20190502
국일제지                                ,2220,5390,5,380,-6.59,1,510,29.82,1,34.94,25027394,1,213547,529517,5400,5390,7901,79907,20190502
국일제지                                ,2885,5390,5,380,-6.59,1,665,29.95,2,34.94,25027394,1,213547,529517,5400,5390,7901,79907,20190503
모바일리더                              ,27350,22600,2,600,2.73,1,6300,29.93,1,71.78,28876,1,4973,3017,22650,22600,578,1077,20190503
케이엠제약                              ,4055,2505,2,125,5.25,1,935,29.97,1,357.55,1785494,1,53969,72294,2510,2505,51,7458,20190503
크리스탈신소재                          ,2630,1990,5,10,-0.5,1,605,29.88,1,60.45,1001507,1,85521,161880,1995,1990,1179,20407,20190503
흥구석유                                ,6910,5570,2,30,0.54,1,1590,29.89,1,82.47,234989,1,28754,25194,5580,5570,2047,1096,20190504
한화에스비아이스팩                      ,2655,3145,5,35,-1.1,1,610,29.83,1,75.57,69678,1,5343,12920,3170,3145,241,646,20190504
흥구석유                                ,6910,5570,2,30,0.54,1,1590,29.89,1,82.47,234989,1,28754,25194,5580,5570,2047,1096,20190505
한화에스비아이스팩                      ,2655,3145,5,35,-1.1,1,610,29.83,1,75.57,69678,1,5343,12920,3170,3145,241,646,20190505
흥구석유                                ,6910,5570,2,30,0.54,1,1590,29.89,1,82.47,234989,1,28754,25194,5580,5570,2047,1096,20190506
한화에스비아이스팩                      ,2655,3145,5,35,-1.1,1,610,29.83,1,75.57,69678,1,5343,12920,3170,3145,241,646,20190506
흥구석유                                ,6910,5570,2,30,0.54,1,1590,29.89,1,82.47,234989,1,28754,25194,5580,5570,2047,1096,20190507
한화에스비아이스팩                      ,2655,3145,5,35,-1.1,1,610,29.83,1,75.57,69678,1,5343,12920,3170,3145,241,646,20190507
아이에이                                ,951,546,2,1,0.18,1,219,29.92,1,70.83,532125,1,63297,124366,547,546,5232,1488,20190508
엑사이엔씨                              ,2050,1895,5,55,-2.82,1,470,29.75,1,28.21,1862381,1,109444,196817,1900,1895,5103,13498,20190509
국일제지                                ,4290,5390,5,380,-6.59,1,990,30,1,34.94,25027394,1,213547,529517,5400,5390,7901,79907,20190509
한화에스비아이스팩                      ,3555,3145,5,35,-1.1,1,820,29.98,1,75.57,69678,1,5343,12920,3170,3145,241,646,20190509
오리엔트정공                            ,681,386,2,9,2.39,1,157,29.96,1,104.35,377083,1,127114,150316,386,385,1086,11046,20190510
GH신소재                                ,4040,2760,2,5,0.18,1,930,29.9,1,121.62,40699,1,11226,18466,2760,2740,770,15,20190510
한화에스비아이스팩                      ,4620,3145,5,35,-1.1,1,1065,29.96,2,75.57,69678,1,5343,12920,3170,3145,241,646,20190510
오리엔탈정공                            ,1140,813,2,3,0.37,1,262,29.84,1,666.2,50710,1,38465,13861,813,811,695,10,20190511
상보                                    ,2925,1185,5,15,-1.25,1,675,30,1,82.25,3524422,1,213050,403893,1185,1180,25574,78391,20190511
휘닉스소재                              ,882,666,5,5,-0.75,1,203,29.9,1,92.63,175629,1,23185,19318,670,666,923,703,20190511
엘엠에스                                ,8410,26700,2,500,1.91,1,1940,29.98,1,140.91,439105,1,3412,5891,26700,26650,69,10,20190511
대유에이피                              ,6760,9370,2,30,0.32,1,1560,30,1,24.3,26849,1,3223,2080,9380,9370,657,150,20190511
한화에스비아이스팩                      ,6000,3145,5,35,-1.1,1,1380,29.87,3,75.57,69678,1,5343,12920,3170,3145,241,646,20190511
오리엔탈정공                            ,1140,813,2,3,0.37,1,262,29.84,1,666.2,50710,1,38465,13861,813,811,695,10,20190512
상보                                    ,2925,1185,5,15,-1.25,1,675,30,1,82.25,3524422,1,213050,403893,1185,1180,25574,78391,20190512
휘닉스소재                              ,882,666,5,5,-0.75,1,203,29.9,1,92.63,175629,1,23185,19318,670,666,923,703,20190512
엘엠에스                                ,8410,26700,2,500,1.91,1,1940,29.98,1,140.91,439105,1,3412,5891,26700,26650,69,10,20190512
대유에이피                              ,6760,9370,2,30,0.32,1,1560,30,1,24.3,26849,1,3223,2080,9380,9370,657,150,20190512
한화에스비아이스팩                      ,6000,3145,5,35,-1.1,1,1380,29.87,3,75.57,69678,1,5343,12920,3170,3145,241,646,20190512
오리엔탈정공                            ,1140,813,2,3,0.37,1,262,29.84,1,666.2,50710,1,38465,13861,813,811,695,10,20190513
상보                                    ,2925,1185,5,15,-1.25,1,675,30,1,82.25,3524422,1,213050,403893,1185,1180,25574,78391,20190513
휘닉스소재                              ,882,666,5,5,-0.75,1,203,29.9,1,92.63,175629,1,23185,19318,670,666,923,703,20190513
엘엠에스                                ,8410,26700,2,500,1.91,1,1940,29.98,1,140.91,439105,1,3412,5891,26700,26650,69,10,20190513
대유에이피                              ,6760,9370,2,30,0.32,1,1560,30,1,24.3,26849,1,3223,2080,9380,9370,657,150,20190513
한화에스비아이스팩                      ,6000,3145,5,35,-1.1,1,1380,29.87,3,75.57,69678,1,5343,12920,3170,3145,241,646,20190513
아이즈비전                              ,6630,4015,5,15,-0.37,1,1530,30,1,64.84,43131,1,4555,10181,4025,4015,501,5,20190514
SCI평가정보                             ,2760,2895,1,665,29.82,1,635,29.88,1,4662.88,34223067,1,0,223526,0,2895,0,209125,20190514
파워넷                                  ,5930,4435,5,35,-0.78,1,1365,29.9,1,25.78,145847,1,6455,3918,4440,4435,33,119,20190514
넥슨지티                                ,17200,7360,2,70,0.96,1,3950,29.81,1,77.6,412637,1,22157,13253,7360,7350,2221,390,20190514
한화에이스스팩3호                       ,2825,2055,3,0,0,1,650,29.89,1,90.86,9644,1,17541,193043,2055,2050,718,67567,20190514
한화에이스스팩4호                       ,2765,2125,2,50,2.41,1,635,29.81,1,0,1,1,12516,31286,2100,2070,1208,1501,20190514
한화에스비아이스팩                      ,7800,3145,5,35,-1.1,1,1800,30,4,75.57,69678,1,5343,12920,3170,3145,241,646,20190514
티앤알바이오팹                          ,20150,10700,2,500,4.9,1,4650,30,1,638.82,529710,1,10882,15892,10700,10650,233,2279,20190515
엘비세미콘                              ,10450,7770,5,30,-0.38,1,2410,29.98,1,65.24,1094518,1,33793,98500,7780,7770,3230,6189,20190516
에프알텍                                ,4100,5720,2,120,2.14,1,945,29.95,1,90.51,117019,1,10189,10861,5720,5710,68,24,20190516
덕산하이메탈                            ,6070,5840,2,40,0.69,1,1400,29.98,1,107.35,26258,1,9439,7376,5850,5840,671,102,20190516
오이솔루션                              ,50700,51300,2,1300,2.6,1,11700,30,1,136.63,212289,1,36792,12146,51300,51200,1299,1563,20190516
클래시스                                ,11600,14850,2,100,0.68,1,2670,29.9,1,28.64,514729,1,62407,38049,14850,14800,17,3697,20190516
예스24                                  ,6370,6610,5,130,-1.93,1,1470,30,1,74.14,20122,1,26807,4523,6610,6600,27,1,20190517
제이스테판                              ,2245,1955,2,15,0.77,1,515,29.77,1,154.45,117610,1,22806,9964,1955,1945,7833,10,20190518
제이스테판                              ,2245,1955,2,15,0.77,1,515,29.77,1,154.45,117610,1,22806,9964,1955,1945,7833,10,20190519
제이스테판                              ,2245,1955,2,15,0.77,1,515,29.77,1,154.45,117610,1,22806,9964,1955,1945,7833,10,20190520
와이비엠넷                              ,5070,4405,2,60,1.38,1,1165,29.83,1,208.76,995313,1,13592,19958,4410,4405,2804,3443,20190521
제이스테판                              ,2915,1955,2,15,0.77,1,670,29.84,2,154.45,117610,1,22806,9964,1955,1945,7833,10,20190521
씨케이에이치                            ,492,346,2,5,1.47,1,113,29.82,1,133.24,351273,1,53209,47142,346,345,607,1,20190521
파이오링크                              ,6910,5960,2,90,1.53,1,1590,29.89,1,182.99,17341,1,2080,5065,5960,5940,324,1100,20190522
한화에스비아이스팩                      ,5470,3145,5,35,-1.1,1,1260,29.93,1,75.57,69678,1,5343,12920,3170,3145,241,646,20190522
광림                                    ,3325,2310,5,55,-2.33,1,765,29.88,1,301.77,269204,1,8874,97237,2315,2310,671,8310,20190523
상보                                    ,3435,1185,5,15,-1.25,1,790,29.87,1,82.25,3524422,1,213050,403893,1185,1180,25574,78391,20190523
에이치케이                              ,1885,1530,5,5,-0.33,1,435,30,1,80.64,78675,1,27668,75176,1530,1520,4329,11599,20190523
디알텍                                  ,2080,1560,5,10,-0.64,1,480,30,1,89.5,250832,1,68656,74283,1565,1560,3328,1445,20190523
인콘                                    ,3120,1820,5,30,-1.62,1,720,30,1,30.49,3217666,1,137709,207814,1825,1820,2969,10792,20190524
컴퍼니케이                              ,10650,8540,2,10,0.12,1,2450,29.88,1,96.19,161953,1,6833,9297,8540,8530,469,755,20190524
로보로보                                ,4490,5230,2,120,2.35,1,1035,29.96,1,21.57,2267697,1,86670,67763,5240,5230,3628,1109,20190525
싸이토젠                                ,13700,13100,5,200,-1.5,1,3150,29.86,1,102.75,423510,1,14907,29540,13200,13100,30,4985,20190525
줌인터넷                                ,4770,6390,2,40,0.63,1,1100,29.97,1,77.33,600330,1,64895,229339,6390,6380,5001,25492,20190525
로보로보                                ,4490,5230,2,120,2.35,1,1035,29.96,1,21.57,2267697,1,86670,67763,5240,5230,3628,1109,20190526
싸이토젠                                ,13700,13100,5,200,-1.5,1,3150,29.86,1,102.75,423510,1,14907,29540,13200,13100,30,4985,20190526
줌인터넷                                ,4770,6390,2,40,0.63,1,1100,29.97,1,77.33,600330,1,64895,229339,6390,6380,5001,25492,20190526
로보로보                                ,4490,5230,2,120,2.35,1,1035,29.96,1,21.57,2267697,1,86670,67763,5240,5230,3628,1109,20190527
싸이토젠                                ,13700,13100,5,200,-1.5,1,3150,29.86,1,102.75,423510,1,14907,29540,13200,13100,30,4985,20190527
줌인터넷                                ,4770,6390,2,40,0.63,1,1100,29.97,1,77.33,600330,1,64895,229339,6390,6380,5001,25492,20190527
로스웰                                  ,1510,604,5,5,-0.82,1,345,29.61,1,186.68,740182,1,96227,107821,605,604,100,868,20190528
바른손                                  ,2740,2115,2,35,1.68,1,630,29.86,1,684.64,306549,1,45728,21467,2120,2115,931,2609,20190528
바른손이앤에이                          ,2520,1620,3,0,0,1,580,29.9,1,72.85,801955,1,147246,118059,1620,1615,8443,10030,20190528
파세코                                  ,9540,9450,5,550,-5.5,1,2200,29.97,1,63.72,505987,1,7084,4303,9450,9440,161,393,20190528
컴퍼니케이                              ,14850,8540,2,10,0.12,1,3400,29.69,1,96.19,161953,1,6833,9297,8540,8530,469,755,20190528
세화피앤씨                              ,3320,2850,5,15,-0.52,1,765,29.94,1,13.54,176156,1,14822,43841,2855,2850,578,1475,20190529
에스제이케이                            ,2135,2200,2,460,26.44,1,490,29.79,1,1236.2,1728851,1,23805,3921,2200,2190,7518,95,20190530
노바텍                                  ,22450,15250,5,50,-0.33,1,5150,29.77,1,85.77,13685,1,2303,5979,15300,15250,259,680,20190530
이글벳                                  ,6600,7040,2,260,3.83,1,1520,29.92,1,124.48,1495143,1,42154,29564,7040,7030,3022,3078,20190601
유진스팩4호                             ,3250,2060,2,5,0.24,1,750,30,1,104.34,8749,1,6142,58426,2060,2055,645,101,20190601
DB금융스팩7호                           ,2700,2070,5,15,-0.72,1,620,29.81,1,13.59,1697,1,26991,78831,2085,2070,1203,333,20190601
이글벳                                  ,6600,7040,2,260,3.83,1,1520,29.92,1,124.48,1495143,1,42154,29564,7040,7030,3022,3078,20190602
유진스팩4호                             ,3250,2060,2,5,0.24,1,750,30,1,104.34,8749,1,6142,58426,2060,2055,645,101,20190602
DB금융스팩7호                           ,2700,2070,5,15,-0.72,1,620,29.81,1,13.59,1697,1,26991,78831,2085,2070,1203,333,20190602
이글벳                                  ,6600,7040,2,260,3.83,1,1520,29.92,1,124.48,1495143,1,42154,29564,7040,7030,3022,3078,20190603
유진스팩4호                             ,3250,2060,2,5,0.24,1,750,30,1,104.34,8749,1,6142,58426,2060,2055,645,101,20190603
DB금융스팩7호                           ,2700,2070,5,15,-0.72,1,620,29.81,1,13.59,1697,1,26991,78831,2085,2070,1203,333,20190603
노바텍                                  ,29050,15250,5,50,-0.33,1,6700,29.98,1,85.77,13685,1,2303,5979,15300,15250,259,680,20190604
지니틱스                                ,3720,3115,2,90,2.98,1,855,29.84,1,72.97,6285854,1,59075,60451,3120,3115,6977,12372,20190604
유진스팩4호                             ,4225,2060,2,5,0.24,1,975,30,2,104.34,8749,1,6142,58426,2060,2055,645,101,20190604
DB금융스팩7호                           ,3510,2070,5,15,-0.72,1,810,30,2,13.59,1697,1,26991,78831,2085,2070,1203,333,20190604
진바이오텍                              ,6660,7690,1,1770,29.9,1,1530,29.82,1,172.51,17227077,1,0,324028,0,7690,0,313340,20190605
고려시멘트                              ,2875,2925,2,5,0.17,1,660,29.8,1,84.29,400111,1,32472,79881,2930,2925,2537,447,20190605
에이치엔티                              ,12700,15150,5,650,-4.11,1,2910,29.72,1,113.55,207617,1,24784,17838,15150,15000,553,1251,20190606
에이치엔티                              ,12700,15150,5,650,-4.11,1,2910,29.72,1,113.55,207617,1,24784,17838,15150,15000,553,1251,20190607
에프알텍                                ,4835,5720,2,120,2.14,1,1115,29.97,1,90.51,117019,1,10189,10861,5720,5710,68,24,20190608
줌인터넷                                ,5200,6390,2,40,0.63,1,1200,30,1,77.33,600330,1,64895,229339,6390,6380,5001,25492,20190608
에프알텍                                ,4835,5720,2,120,2.14,1,1115,29.97,1,90.51,117019,1,10189,10861,5720,5710,68,24,20190609
줌인터넷                                ,5200,6390,2,40,0.63,1,1200,30,1,77.33,600330,1,64895,229339,6390,6380,5001,25492,20190609
에프알텍                                ,4835,5720,2,120,2.14,1,1115,29.97,1,90.51,117019,1,10189,10861,5720,5710,68,24,20190610
줌인터넷                                ,5200,6390,2,40,0.63,1,1200,30,1,77.33,600330,1,64895,229339,6390,6380,5001,25492,20190610
매직마이크로                            ,1655,1025,2,5,0.49,1,380,29.8,1,81.48,505249,1,135188,282949,1025,1020,5038,15461,20190611
오픈베이스                              ,3445,3230,2,100,3.19,1,795,30,1,274.87,4113071,1,89943,65591,3235,3230,11009,6723,20190612
줌인터넷                                ,6290,6390,2,40,0.63,1,1445,29.82,1,77.33,600330,1,64895,229339,6390,6380,5001,25492,20190612
UCI                                     ,2385,3500,2,60,1.74,1,550,29.97,1,370.92,266570,1,11421,17618,3510,3500,492,2888,20190614
디알텍                                  ,2500,1560,5,10,-0.64,1,575,29.87,1,89.5,250832,1,68656,74283,1565,1560,3328,1445,20190614
줌인터넷                                ,8170,6390,2,40,0.63,1,1880,29.89,1,77.33,600330,1,64895,229339,6390,6380,5001,25492,20190614
휴네시온                                ,12150,5460,5,40,-0.73,1,2800,29.95,1,55.76,95850,1,11474,28601,5460,5450,308,400,20190614
UCI                                     ,3100,3500,2,60,1.74,1,715,29.98,2,370.92,266570,1,11421,17618,3510,3500,492,2888,20190615
이스트소프트                            ,11150,7700,2,100,1.32,1,2540,29.5,1,74.22,56029,1,5498,17609,7700,7690,372,108,20190615
줌인터넷                                ,10600,6390,2,40,0.63,1,2430,29.74,2,77.33,600330,1,64895,229339,6390,6380,5001,25492,20190615
포인트엔지니어링                        ,3425,2060,5,20,-0.96,1,790,29.98,1,167.51,91221,1,7034,41953,2065,2055,328,27,20190615
UCI                                     ,3100,3500,2,60,1.74,1,715,29.98,2,370.92,266570,1,11421,17618,3510,3500,492,2888,20190616
이스트소프트                            ,11150,7700,2,100,1.32,1,2540,29.5,1,74.22,56029,1,5498,17609,7700,7690,372,108,20190616
줌인터넷                                ,10600,6390,2,40,0.63,1,2430,29.74,2,77.33,600330,1,64895,229339,6390,6380,5001,25492,20190616
포인트엔지니어링                        ,3425,2060,5,20,-0.96,1,790,29.98,1,167.51,91221,1,7034,41953,2065,2055,328,27,20190616
UCI                                     ,3100,3500,2,60,1.74,1,715,29.98,2,370.92,266570,1,11421,17618,3510,3500,492,2888,20190617
이스트소프트                            ,11150,7700,2,100,1.32,1,2540,29.5,1,74.22,56029,1,5498,17609,7700,7690,372,108,20190617
줌인터넷                                ,10600,6390,2,40,0.63,1,2430,29.74,2,77.33,600330,1,64895,229339,6390,6380,5001,25492,20190617
포인트엔지니어링                        ,3425,2060,5,20,-0.96,1,790,29.98,1,167.51,91221,1,7034,41953,2065,2055,328,27,20190617
부방                                    ,3655,3015,3,0,0,1,840,29.84,1,31.95,213081,1,12647,22102,3020,3015,2334,398,20190618
풍국주정                                ,19600,17800,2,150,0.85,1,4500,29.8,1,87.73,49193,1,14222,16745,17800,17750,450,682,20190618
UCI                                     ,4030,3500,2,60,1.74,1,930,30,3,370.92,266570,1,11421,17618,3510,3500,492,2888,20190618
한류타임즈                              ,763,917,0,0,0,1,176,29.98,1,0,0,1,0,0,0,0,0,0,20190618
알로이스                                ,4820,2520,2,55,2.23,1,1110,29.92,1,10.3,408220,1,3555,22544,2525,2520,1,135,20190618
UCI                                     ,5230,3500,2,60,1.74,1,1200,29.78,4,370.92,266570,1,11421,17618,3510,3500,492,2888,20190619
한류타임즈                              ,991,917,0,0,0,1,228,29.88,2,0,0,1,0,0,0,0,0,0,20190619
케이에스피                              ,2375,1695,3,0,0,1,545,29.78,1,83.89,5308,1,16260,10280,1700,1695,2744,1,20190619
UCI                                     ,6790,3500,2,60,1.74,1,1560,29.83,5,370.92,266570,1,11421,17618,3510,3500,492,2888,20190620
플랜티넷                                ,7080,4540,5,20,-0.44,1,1630,29.91,1,403.1,29270,1,1530,5544,4540,4535,45,7,20190620
링크제니시스                            ,7480,9010,2,260,2.97,1,1720,29.86,1,123.81,289138,1,17879,16872,9010,9000,1105,458,20190620
TPC                                     ,5200,4490,5,60,-1.32,1,1200,30,1,25.94,59207,1,2645,755,4490,4480,32,12,20190621
이트론                                  ,249,258,5,9,-3.37,1,57,29.69,1,136.1,5580294,1,548382,453701,259,258,939,168356,20190621
대창솔루션                              ,738,480,2,11,2.35,1,170,29.93,1,192.3,2596841,1,214151,154451,480,479,18335,19625,20190621
로보로보                                ,5710,5230,2,120,2.35,1,1315,29.92,1,21.57,2267697,1,86670,67763,5240,5230,3628,1109,20190621
신한제5호스팩                           ,3645,2050,5,5,-0.24,1,840,29.95,1,123.8,18493,1,8993,82341,2050,2045,17,51,20190621
바른테크놀로지                          ,1230,998,2,19,1.94,1,281,29.61,1,56.7,834589,1,228424,47786,998,995,15254,4555,20190622
셀바스헬스케어                          ,2600,1970,5,30,-1.5,1,600,30,1,37.5,161844,1,14343,12159,1970,1965,1811,611,20190622
신한제5호스팩                           ,4735,2050,5,5,-0.24,1,1090,29.9,2,123.8,18493,1,8993,82341,2050,2045,17,51,20190622
바른테크놀로지                          ,1230,998,2,19,1.94,1,281,29.61,1,56.7,834589,1,228424,47786,998,995,15254,4555,20190623
셀바스헬스케어                          ,2600,1970,5,30,-1.5,1,600,30,1,37.5,161844,1,14343,12159,1970,1965,1811,611,20190623
신한제5호스팩                           ,4735,2050,5,5,-0.24,1,1090,29.9,2,123.8,18493,1,8993,82341,2050,2045,17,51,20190623
바른테크놀로지                          ,1230,998,2,19,1.94,1,281,29.61,1,56.7,834589,1,228424,47786,998,995,15254,4555,20190624
셀바스헬스케어                          ,2600,1970,5,30,-1.5,1,600,30,1,37.5,161844,1,14343,12159,1970,1965,1811,611,20190624
신한제5호스팩                           ,4735,2050,5,5,-0.24,1,1090,29.9,2,123.8,18493,1,8993,82341,2050,2045,17,51,20190624
케이비제18호스팩                        ,2990,2050,3,0,0,1,690,30,1,119.18,18837,1,35945,135635,2035,2030,1000,13855,20190625
팍스넷                                  ,7720,8790,2,220,2.57,1,1780,29.97,1,126.15,653249,1,14948,21678,8800,8790,1449,173,20190626
대창솔루션                              ,911,480,2,11,2.35,1,210,29.96,1,192.3,2596841,1,214151,154451,480,479,18335,19625,20190626
비덴트                                  ,8770,11750,0,0,0,1,2020,29.93,1,0,0,1,0,0,0,0,0,0,20190626
셀바스헬스케어                          ,3070,1970,5,30,-1.5,1,705,29.81,1,37.5,161844,1,14343,12159,1970,1965,1811,611,20190626
대성엘텍                                ,1055,1060,2,55,5.47,1,242,29.77,1,244.24,8430142,1,405053,227229,1060,1055,3332,2990,20190627
팍스넷                                  ,10000,8790,2,220,2.57,1,2280,29.53,2,126.15,653249,1,14948,21678,8800,8790,1449,173,20190627
현대바이오                              ,20900,14550,2,400,2.83,1,4800,29.81,1,389.44,8198168,1,132753,179304,14600,14550,17138,18505,20190627
지란지교시큐리티                        ,1995,6500,3,0,0,1,460,29.97,1,121.15,25270,1,2765,9163,6500,6490,564,309,20190627
삼보산업                                ,2450,870,2,26,3.08,1,565,29.97,1,55.46,626181,1,20067,11137,870,869,3608,410,20190628
플레이위드                              ,12250,22550,5,600,-2.59,1,2810,29.77,1,112.64,176616,1,5556,4199,22550,22500,318,175,20190629
파세코                                  ,11250,9450,5,550,-5.5,1,2560,29.46,1,63.72,505987,1,7084,4303,9450,9440,161,393,20190629
유테크                                  ,1625,2650,2,130,5.16,1,375,30,1,187.9,571049,1,32949,44381,2650,2645,1621,585,20190629
플레이위드                              ,12250,22550,5,600,-2.59,1,2810,29.77,1,112.64,176616,1,5556,4199,22550,22500,318,175,20190630
파세코                                  ,11250,9450,5,550,-5.5,1,2560,29.46,1,63.72,505987,1,7084,4303,9450,9440,161,393,20190630
유테크                                  ,1625,2650,2,130,5.16,1,375,30,1,187.9,571049,1,32949,44381,2650,2645,1621,585,20190630
플레이위드                              ,12250,22550,5,600,-2.59,1,2810,29.77,1,112.64,176616,1,5556,4199,22550,22500,318,175,20190631
파세코                                  ,11250,9450,5,550,-5.5,1,2560,29.46,1,63.72,505987,1,7084,4303,9450,9440,161,393,20190631
유테크                                  ,1625,2650,2,130,5.16,1,375,30,1,187.9,571049,1,32949,44381,2650,2645,1621,585,20190631
플레이위드                              ,12250,22550,5,600,-2.59,1,2810,29.77,1,112.64,176616,1,5556,4199,22550,22500,318,175,20190701
파세코                                  ,11250,9450,5,550,-5.5,1,2560,29.46,1,63.72,505987,1,7084,4303,9450,9440,161,393,20190701
유테크                                  ,1625,2650,2,130,5.16,1,375,30,1,187.9,571049,1,32949,44381,2650,2645,1621,585,20190701
오리엔탈정공                            ,1115,813,2,3,0.37,1,256,29.8,1,666.2,50710,1,38465,13861,813,811,695,10,20190702
플레이위드                              ,15900,22550,5,600,-2.59,1,3650,29.8,2,112.64,176616,1,5556,4199,22550,22500,318,175,20190702
메지온                                  ,81900,200800,2,8300,4.31,1,18900,30,1,85.7,102817,1,2391,5288,200900,200800,348,304,20190702
플레이위드                              ,20650,22550,5,600,-2.59,1,4750,29.87,3,112.64,176616,1,5556,4199,22550,22500,318,175,20190703
비엠티                                  ,8450,6800,5,80,-1.16,1,1950,30,1,43.77,17137,1,6178,5286,6820,6800,185,113,20190703
램테크놀러지                            ,5580,8000,2,150,1.91,1,1285,29.92,1,366.6,930693,1,11157,22161,8010,8000,3336,8709,20190703
이더블유케이                            ,6210,8210,2,210,2.63,1,1430,29.92,1,29.88,89002,1,4552,5523,8250,8210,41,2983,20190703
플레이위드                              ,26800,22550,5,600,-2.59,1,6150,29.78,4,112.64,176616,1,5556,4199,22550,22500,318,175,20190704
마이크로컨텍솔                          ,3610,3130,2,50,1.62,1,830,29.86,1,64.75,79047,1,10338,13432,3130,3110,6173,544,20190704
KPX생명과학                             ,5030,8150,2,130,1.62,1,1160,29.97,1,72.76,603460,1,12334,19544,8160,8150,883,6215,20190704
마이크로프랜드                          ,6140,5580,2,180,3.33,1,1410,29.81,1,59.79,264866,1,23650,5140,5580,5570,3066,1000,20190704
켐트로스                                ,3490,3340,5,90,-2.62,1,805,29.98,1,132.74,494740,1,32996,46097,3340,3335,8826,2240,20190704
플레이위드                              ,34800,22550,5,600,-2.59,1,8000,29.85,5,112.64,176616,1,5556,4199,22550,22500,318,175,20190705
파인디앤씨                              ,2450,1815,2,5,0.28,1,565,29.97,1,113.72,51354,1,23789,21733,1815,1810,898,225,20190705
KMH하이텍                               ,1305,1100,5,10,-0.9,1,300,29.85,1,72.83,412258,1,115200,181424,1105,1100,5701,10696,20190705
테라셈                                  ,1520,2945,5,45,-1.51,1,350,29.91,1,105.85,270769,1,12752,3505,2945,2935,251,500,20190705
타이거일렉                              ,6080,4935,5,25,-0.5,1,1400,29.91,1,20.7,16291,1,1637,4257,4940,4935,30,204,20190705
드래곤플라이                            ,5530,3240,5,80,-2.41,1,1270,29.81,1,113.68,170807,1,4067,16915,3250,3240,79,1528,20190706
코오롱생명과학                          ,30600,21300,5,1500,-6.58,1,7050,29.94,1,90.3,422334,1,6401,13641,21350,21300,492,1078,20190706
테라셈                                  ,1975,2945,5,45,-1.51,1,455,29.93,2,105.85,270769,1,12752,3505,2945,2935,251,500,20190706
줌인터넷                                ,8640,6390,2,40,0.63,1,1990,29.92,1,77.33,600330,1,64895,229339,6390,6380,5001,25492,20190706
드래곤플라이                            ,5530,3240,5,80,-2.41,1,1270,29.81,1,113.68,170807,1,4067,16915,3250,3240,79,1528,20190707
코오롱생명과학                          ,30600,21300,5,1500,-6.58,1,7050,29.94,1,90.3,422334,1,6401,13641,21350,21300,492,1078,20190707
테라셈                                  ,1975,2945,5,45,-1.51,1,455,29.93,2,105.85,270769,1,12752,3505,2945,2935,251,500,20190707
줌인터넷                                ,8640,6390,2,40,0.63,1,1990,29.92,1,77.33,600330,1,64895,229339,6390,6380,5001,25492,20190707
드래곤플라이                            ,5530,3240,5,80,-2.41,1,1270,29.81,1,113.68,170807,1,4067,16915,3250,3240,79,1528,20190708
코오롱생명과학                          ,30600,21300,5,1500,-6.58,1,7050,29.94,1,90.3,422334,1,6401,13641,21350,21300,492,1078,20190708
테라셈                                  ,1975,2945,5,45,-1.51,1,455,29.93,2,105.85,270769,1,12752,3505,2945,2935,251,500,20190708
줌인터넷                                ,8640,6390,2,40,0.63,1,1990,29.92,1,77.33,600330,1,64895,229339,6390,6380,5001,25492,20190708
플레이위드                              ,45200,22550,5,600,-2.59,1,10400,29.89,1,112.64,176616,1,5556,4199,22550,22500,318,175,20190709
