한글종목명,해당일종가,현재가,전일대비구분,전일대비,전일대비율,종가 전일대비구분,종가 전일대비,종가 전일대비율,연속일,거래강도,누적거래량,업종구분,매도총호가수량,매도총호가수량,매도1호가,매도1호가,매도 1호가 수량,매도1호가 수량,날짜
이노테라피                              ,13800,15150,3,0,0,1,3150,29.58,1,74.87,145899,1,7203,3964,15250,15150,1,67,20191011
녹십자엠에스                            ,6690,7060,5,190,-2.62,1,1540,29.9,1,63.88,272668,1,7942,19506,7070,7060,2151,8777,20191012
에스디생명공학                          ,7470,5210,2,30,0.58,1,1720,29.91,1,40.66,268737,1,30601,41776,5220,5210,12213,3688,20191012
녹십자엠에스                            ,6690,7060,5,190,-2.62,1,1540,29.9,1,63.88,272668,1,7942,19506,7070,7060,2151,8777,20191013
에스디생명공학                          ,7470,5210,2,30,0.58,1,1720,29.91,1,40.66,268737,1,30601,41776,5220,5210,12213,3688,20191013
녹십자엠에스                            ,6690,7060,5,190,-2.62,1,1540,29.9,1,63.88,272668,1,7942,19506,7070,7060,2151,8777,20191014
에스디생명공학                          ,7470,5210,2,30,0.58,1,1720,29.91,1,40.66,268737,1,30601,41776,5220,5210,12213,3688,20191014
코오롱생명과학                          ,29250,21300,5,1500,-6.58,1,6750,30,1,90.3,422334,1,6401,13641,21350,21300,492,1078,20191015
대성엘텍                                ,1145,1060,2,55,5.47,1,262,29.67,1,244.24,8430142,1,405053,227229,1060,1055,3332,2990,20191016
SM C&C                                  ,1850,1670,2,40,2.45,1,425,29.82,1,177.1,359577,1,203090,22901,1675,1670,605,358,20191016
SM Life Design                          ,2340,2345,2,45,1.96,1,540,30,1,86.71,6472241,1,244385,256983,2350,2345,851,965,20191016
디에이테크놀로지                        ,2180,2000,2,25,1.27,1,500,29.76,1,116.71,621941,1,40665,46282,2000,1995,17315,1775,20191016
에스퓨얼셀                              ,20050,20200,2,400,2.02,1,4600,29.77,1,9.11,278210,1,18684,28310,20200,20150,2406,226,20191016
이에스에이                              ,3120,4670,2,345,7.98,1,720,30,1,198.25,6797376,1,100959,20342,4675,4670,16202,1599,20191017
신스타임즈                              ,3070,6200,2,150,2.48,1,705,29.81,1,85.37,275735,1,11845,19197,6220,6200,345,379,20191017
베셀                                    ,3955,4320,2,45,1.05,1,910,29.89,1,42.91,389026,1,6269,15287,4340,4320,727,1016,20191017
테라셈                                  ,2990,2945,5,45,-1.51,1,690,30,1,105.85,270769,1,12752,3505,2945,2935,251,500,20191017
씨트리                                  ,6450,5080,2,210,4.31,1,1485,29.91,1,220.52,425579,1,38900,12629,5090,5080,2232,4512,20191018
신스타임즈                              ,3990,6200,2,150,2.48,1,920,29.97,2,85.37,275735,1,11845,19197,6220,6200,345,379,20191018
국일제지                                ,6310,5390,5,380,-6.59,1,1450,29.84,1,34.94,25027394,1,213547,529517,5400,5390,7901,79907,20191018
선데이토즈                              ,23750,19050,5,1050,-5.22,1,5450,29.78,1,168.4,407250,1,11899,28869,19100,19050,118,4114,20191018
신스타임즈                              ,5180,6200,2,150,2.48,1,1190,29.82,3,85.37,275735,1,11845,19197,6220,6200,345,379,20191019
아이엠텍                                ,1315,1075,2,30,2.87,1,300,29.56,1,106.85,372270,1,59637,38430,1075,1070,1665,4808,20191019
신스타임즈                              ,5180,6200,2,150,2.48,1,1190,29.82,3,85.37,275735,1,11845,19197,6220,6200,345,379,20191020
아이엠텍                                ,1315,1075,2,30,2.87,1,300,29.56,1,106.85,372270,1,59637,38430,1075,1070,1665,4808,20191020
신스타임즈                              ,5180,6200,2,150,2.48,1,1190,29.82,3,85.37,275735,1,11845,19197,6220,6200,345,379,20191021
아이엠텍                                ,1315,1075,2,30,2.87,1,300,29.56,1,106.85,372270,1,59637,38430,1075,1070,1665,4808,20191021
에이치엘비                              ,167800,167800,5,200,-0.12,1,38700,29.98,1,61.62,1698930,1,10663,20321,167800,167700,5524,2157,20191022
에이치엘비파워                          ,1215,2850,5,145,-4.84,1,277,29.53,1,69.31,22111636,1,76488,182880,2855,2850,7477,45158,20191022
신스타임즈                              ,6730,6200,2,150,2.48,1,1550,29.92,4,85.37,275735,1,11845,19197,6220,6200,345,379,20191022
에이치엘비생명과학                      ,28850,33800,2,900,2.74,1,6650,29.95,1,100.2,3454678,1,38138,29776,33800,33750,4843,3657,20191022
스타플렉스                              ,6270,6990,2,460,7.04,1,1445,29.95,1,406.23,328308,1,7591,11076,7000,6990,363,145,20191022
에이치엘비파워                          ,1575,2850,5,145,-4.84,1,360,29.63,2,69.31,22111636,1,76488,182880,2855,2850,7477,45158,20191023
스타플렉스                              ,8150,6990,2,460,7.04,1,1880,29.98,2,406.23,328308,1,7591,11076,7000,6990,363,145,20191023
퓨전데이타                              ,230,195,5,4,-2.01,1,53,29.94,1,24.38,5753889,1,1003117,677468,196,195,155481,5138,20191023
토박스코리아                            ,1445,1395,2,10,0.72,1,330,29.6,1,21.17,3678158,1,399246,346703,1395,1390,6942,8871,20191023
싸이토젠                                ,12350,13100,5,200,-1.5,1,2830,29.73,1,102.75,423510,1,14907,29540,13200,13100,30,4985,20191023
네이처셀                                ,9490,11450,2,800,7.51,1,2190,30,1,131.61,1266175,1,158271,110001,11500,11450,52986,24610,20191024
엔에스엔                                ,1830,1490,5,70,-4.49,1,420,29.79,1,60.32,542143,1,28049,107946,1500,1490,1700,29759,20191024
에이치엘비파워                          ,2045,2850,5,145,-4.84,1,470,29.84,3,69.31,22111636,1,76488,182880,2855,2850,7477,45158,20191024
에이치엘비생명과학                      ,37500,33800,2,900,2.74,1,8650,29.98,1,100.2,3454678,1,38138,29776,33800,33750,4843,3657,20191024
나이벡                                  ,8820,9490,5,240,-2.47,1,2030,29.9,1,46.94,286290,1,12853,16381,9500,9490,2985,171,20191024
신라젠                                  ,19300,18050,5,1200,-6.23,1,4450,29.97,1,104.68,6780176,1,188579,426077,18100,18050,32696,25405,20191024
씨유메디칼                              ,2760,2800,5,105,-3.61,1,635,29.88,1,73.11,945782,1,14378,24113,2840,2800,2078,11495,20191025
내츄럴엔도텍                            ,4775,5150,5,250,-4.63,1,1100,29.93,1,12.81,1611071,1,13649,41892,5160,5150,1552,4227,20191025
옵티시스                                ,9470,8390,2,190,2.32,1,2180,29.9,1,115.5,297496,1,12870,5175,8400,8390,2066,890,20191026
KPX생명과학                             ,6610,8150,2,130,1.62,1,1520,29.86,1,72.76,603460,1,12334,19544,8160,8150,883,6215,20191026
우리넷                                  ,13700,13350,5,500,-3.61,1,3150,29.86,1,54.68,2016671,1,34411,83739,13350,13300,1773,9821,20191026
녹십자엠에스                            ,7500,7060,5,190,-2.62,1,1730,29.98,1,63.88,272668,1,7942,19506,7070,7060,2151,8777,20191026
내츄럴엔도텍                            ,6200,5150,5,250,-4.63,1,1425,29.84,2,12.81,1611071,1,13649,41892,5160,5150,1552,4227,20191026
옵티시스                                ,9470,8390,2,190,2.32,1,2180,29.9,1,115.5,297496,1,12870,5175,8400,8390,2066,890,20191027
KPX생명과학                             ,6610,8150,2,130,1.62,1,1520,29.86,1,72.76,603460,1,12334,19544,8160,8150,883,6215,20191027
우리넷                                  ,13700,13350,5,500,-3.61,1,3150,29.86,1,54.68,2016671,1,34411,83739,13350,13300,1773,9821,20191027
녹십자엠에스                            ,7500,7060,5,190,-2.62,1,1730,29.98,1,63.88,272668,1,7942,19506,7070,7060,2151,8777,20191027
내츄럴엔도텍                            ,6200,5150,5,250,-4.63,1,1425,29.84,2,12.81,1611071,1,13649,41892,5160,5150,1552,4227,20191027
옵티시스                                ,9470,8390,2,190,2.32,1,2180,29.9,1,115.5,297496,1,12870,5175,8400,8390,2066,890,20191028
KPX생명과학                             ,6610,8150,2,130,1.62,1,1520,29.86,1,72.76,603460,1,12334,19544,8160,8150,883,6215,20191028
우리넷                                  ,13700,13350,5,500,-3.61,1,3150,29.86,1,54.68,2016671,1,34411,83739,13350,13300,1773,9821,20191028
녹십자엠에스                            ,7500,7060,5,190,-2.62,1,1730,29.98,1,63.88,272668,1,7942,19506,7070,7060,2151,8777,20191028
내츄럴엔도텍                            ,6200,5150,5,250,-4.63,1,1425,29.84,2,12.81,1611071,1,13649,41892,5160,5150,1552,4227,20191028
삼륭물산                                ,12200,11500,5,250,-2.13,1,2790,29.65,1,80.53,803083,1,33161,53779,11500,11450,3278,6671,20191029
아스타                                  ,5970,7260,5,290,-3.84,1,1375,29.92,1,65.47,341573,1,4456,11367,7270,7260,20,949,20191029
큐캐피탈                                ,652,581,5,5,-0.85,1,150,29.88,1,35.76,1658523,1,212587,58820,581,580,2100,6781,20191030
버킷스튜디오                            ,2130,2570,2,510,24.76,1,490,29.88,1,1656.5,13617207,1,12089,31701,2575,2570,52,6198,20191030
KPX생명과학                             ,8940,8150,2,130,1.62,1,2060,29.94,1,72.76,603460,1,12334,19544,8160,8150,883,6215,20191030
아스타                                  ,7760,7260,5,290,-3.84,1,1790,29.98,2,65.47,341573,1,4456,11367,7270,7260,20,949,20191030
제일바이오                              ,6760,7910,2,510,6.89,1,1560,30,1,91.28,29036130,1,104379,27827,7910,7900,3442,6529,20191031
MP한강                                  ,929,930,2,1,0.11,1,214,29.93,1,120.88,24176920,1,66947,33440,930,929,32672,5499,20191101
SCI평가정보                             ,2895,2895,1,665,29.82,1,665,29.82,1,4662.88,34223067,1,0,223526,0,2895,0,209125,20191102
진바이오텍                              ,7690,7690,1,1770,29.9,1,1770,29.9,1,172.51,17227077,1,0,324028,0,7690,0,313340,20191102
셀리버리                                ,53400,53400,1,12250,29.77,1,12250,29.77,1,2085.46,2773371,1,0,152542,0,53400,0,142957,20191102
SCI평가정보                             ,2895,2895,1,665,29.82,1,665,29.82,1,4662.88,34223067,1,0,223526,0,2895,0,209125,20191102
진바이오텍                              ,7690,7690,1,1770,29.9,1,1770,29.9,1,172.51,17227077,1,0,324028,0,7690,0,313340,20191102
셀리버리                                ,53400,53400,1,12250,29.77,1,12250,29.77,1,2085.46,2773371,1,0,152542,0,53400,0,142957,20191102
